year,technology,capacity_GW_low,capacity_GW_mid,capacity_GW_high,source,scenario,notes,url
2031,solar_pv,45.0,46.0,47.0,DESNZ_CP30_ActionPlan,"CP30 anchor (2030 value, held at 2031)",Clean Power 2030 Action Plan is a 2030 milestone plan; no native 2031-2035 figures. Row carries the CP30 2030 range forward as a floor for 2031. Range 45-47 GW by 2030 per Clean Power 2030 Action Plan.,https://www.gov.uk/government/publications/clean-power-2030-action-plan
2031,solar_pv,,51.03,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,solar_pv,,35.61,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,solar_pv,,50.22,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2031,solar_pv,,46.92,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,solar_pv,,54.0,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (47 GW) and 2040 (82 GW). CCC Balanced Pathway: solar 'increases to 82 GW by 2040'.,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2032,solar_pv,,53.9,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,solar_pv,,37.11,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,solar_pv,,53.42,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2032,solar_pv,,49.23,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,solar_pv,,57.5,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (47 GW) and 2040 (82 GW). CCC Balanced Pathway: solar 'increases to 82 GW by 2040'.,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2033,solar_pv,,56.41,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,solar_pv,,38.5,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,solar_pv,,56.5,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2033,solar_pv,,51.23,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,solar_pv,,61.0,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (47 GW) and 2040 (82 GW). CCC Balanced Pathway: solar 'increases to 82 GW by 2040'.,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2034,solar_pv,,59.3,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,solar_pv,,40.08,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,solar_pv,,59.61,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2034,solar_pv,,53.55,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,solar_pv,,64.5,,CCC_7CB,Balanced Pathway,Linear interpolation between CCC 7CB / Clean Power 2030 anchor at 2030 (47 GW) and 2040 (82 GW). CCC Balanced Pathway: solar 'increases to 82 GW by 2040'.,https://www.theccc.org.uk/publication/the-seventh-carbon-budget/
2035,solar_pv,,62.06,,NESO_FES_2025,Electric Engagement,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,solar_pv,,41.31,,NESO_FES_2025,Falling Behind,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,solar_pv,,61.8,,NESO_FES_2025,Holistic Transition,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
2035,solar_pv,,55.74,,NESO_FES_2025,Hydrogen Evolution,,https://www.neso.energy/data-portal/future-energy-scenario-fes-building-block-data/fes_2025_building_blocks
